,Unnamed: 0,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,,
177,3446,57123050,Spatial toolbox robot model,|matlab|simulation|spatial|robotics|,"<p>I want to model these D-H parameters in spatial toolbox:</p>

<pre><code>Link:          alpha,      a,        theta,      d
Link 1 :        -90        0        theta1*      d1
Link 2 :          0        a2       theta2*      0
Link 3 :          0        a3       theta3*      0
</code></pre>

<p>This is the code I have tried:</p>

<pre><code>n=3;
rob.NB = n;
rob.parent = [0:n-1];
rob.jtype = { 'R', 'R', 'R' }

l2=0.28;    %link length
l3=0.2;     %link length
d1=0.05;    %link offset


rob.Xtree{1} = rotx(pi)*xlt([0,0,0]);
rob.Xtree{2} = rotz(0)*xlt([l2 0 0]);
rob.Xtree{3} = xlt([l3 0 0]);

ax1=0.03; ay1=0.03; az1=0.03;
ax2=0.28; ay2=0.05; az2=0.05;
ax3=0.2; ay3=0.05; az3=0.05;

rob.I{1} = mcI( 1, [0 0 -0.02], 1/12*[ay1^2+az1^2 0 0; 0 ax1^2+az1^2 0; 0 0 ax1^2+ay1^2] )
rob.I{2} = mcI( 4, [0.14 0 0], 4/12*[ay2^2+az2^2 0 0; 0 ax2^2+az2^2 0; 0 0 ax2^2+ay2^2] )
rob.I{3} = mcI( 3, [0.1 0 0], 3/12*[ay3^2+az3^2 0 0; 0 ax3^2+az3^2 0; 0 0 ax3^2+ay3^2] )

rob.appearance.base = ...
  { 'box', [-0.2 -0.3 -0.2; 0.2 0.3 -0.07] };


rob.appearance.body{1} = ...
    { 'box', [0 -0.07 -0.04; 0.05 0.07 0.04], ...
      'cyl', [0 -0.07 0; 0 0.07 0], 0.06 };

rob.appearance.body{2} = ...
    { 'box', [0 -0.07 -0.04; 0.28 0.07 0.04], ...
      'cyl', [0 0 -0.07; 0 0 0.07], 0.06 };

rob.appearance.body{3} = ...
    { 'box', [0 -0.07 -0.04; 0.2 0.07 0.04], ...
      'cyl', [0 0 -0.07; 0 0 0.07], 0.06 };

showmotion(rob)
</code></pre>

<p>But this is what I get, with motion only along 1 axis: </p>

<p>showmotion robot model</p>

<p><a href=""https://i.stack.imgur.com/R5GVv.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/R5GVv.jpg"" alt=""""></a></p>

<p>how to get the model right?</p>
",7/20/2019 8:32,57141051,45,1,0,0,,11713385,,6/28/2019 11:48,15,57141051,"<p>I changed my code and now it works properly.</p>

<pre><code>rob.Xtree{1} = rotx(1.57) * xlt([0 0 0]);
rob.Xtree{2} = roty(1.57) * xlt([0.15,0,0]);
rob.Xtree{3} = xlt([0.34 0 0]);
</code></pre>
",11713385,0,0,,,,
178,3587,58836294,Create graph from GVD (edges and vertices),|c++|opencv|computer-vision|graph-theory|robotics|,"<p>Given a binary image of a map with obstacles (black pixels), the objective is to create a Voronoi diagram graph. So far, this is done using the brushfire algorithm, from which the GVD can be extracted using the Laplacian operator (i.e. the gradient); the process is demonstrated below and the C++ code can be found in <a href=""https://github.com/martinandrovich/rb-pro5/blob/45be4b23db1b910f8ac6b0facc864d5b0ca3ea95/src/modules/geometry.h#L365"" rel=""nofollow noreferrer"">this file</a>.</p>

<p><a href=""https://i.stack.imgur.com/5pwfE.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/5pwfE.png"" alt=""gvd process""></a></p>

<p>The goal is now to use the GVD (image 3) to create an adjacency graph, being basically a graph-like data structure with the Voronoi vertices as nodes and edges being the paths between nodes.</p>

<p>My question is, what is the most optimal way of doing this? So far, I have detected vertices of the GVD using the <code>cv::findContours</code> method as shown in the last image, and the idea is to now remove any near-duplicate vertices and try connecting the nodes using the black pixels and a line iterator.</p>

<p>Is there a better way?</p>
",11/13/2019 11:39,,270,0,0,1,,1658105,Denmark,9/9/2012 12:39,77,,,,,,,,,
180,3447,57132401,How to run a robot's controller in multi processes or multi threads in webots?,|robotics|webots|,"<p>I want to have a controller that somehow runs 3 processes to run the robot's code.</p>

<p>I am trying to simulate a humanoid soccer robot in webots . To run our robot's code, we run 3 processes. One for the servomotors' power management , another one for image processing and communications and the last one for motion control.</p>

<p>Now I want to have a controller making me somehow able to simulate something like this or at least similar to it. Does anyone have any idea how I can do this?</p>
",7/21/2019 10:41,57140469,748,1,0,1,,7892779,,4/20/2017 0:43,6,57140469,"<p>Good news: the Webots API is thread safe :-)</p>

<p>Generally speaking, I would not recommend to use multi-threads, because programming threads is a big source of issues. So, if you have any possibility to merge your threads into a single-threaded application, it's the way to go!</p>

<p>If you would like to go in this direction, the best solution is certainly to create a single controller running your 3 threads, and synchronize them with the main thread (thread 0).</p>

<p>The tricky part is to deal correctly with the time management and the simulation steps. A solution could be to set the <a href=""https://cyberbotics.com/doc/reference/robot"" rel=""nofollow noreferrer""><code>Robot.synchronization</code></a> field to FALSE and to use the main thread to call the <code>wb_robot_step(duration)</code> function every <code>duration</code> time (real time).</p>
",2210777,3,4,,,,
181,3612,59170947,Getting the pygame window but no output,|python|algorithm|pygame|robotics|,"<p>I am trying to write an RRT path planning algorithm in python. Although the code executes without error, the result is a plain pygame window with no output. </p>

<pre><code>import sys, random, math, pygame
from math import sqrt,cos,sin,atan2
from pygame.locals import *
pygame.init()

class RRT(object):

X_dimension = 0
Y_dimension = 0
Window_size = 0
EPS         = 0
Max_nodes   = 0 
nodes       = list()
K_ESCAPE    = True
KEYUP       = True
QUIT        = True

def __init__(self,x,y):
    self.x = [10,20,40,50,60,0]
    self.y = [15,30,0,54,75,68]  

#parameters
    self.X_dimension = 1280                                  #length of the window
    self.Y_dimension = 1280                                  #breadth of the window
    self.Window_size = [self.X_dimension, self.Y_dimension]  #Window size
    self.EPS         =  7000                                 #EPSILON or Incremental Distance 
    self.Max_nodes   = 100                                   #maximum number of nodes
    self.QUIT        = QUIT
    self.KEYUP       = KEYUP
    self.K_ESCAPE    = K_ESCAPE


#function for calculating euclidean distance
def Calculate_Distance(self):
    x= self.x
    y=self.y

    return sqrt((x[5]-y[5])*(x[5]-y[5])+(x[4]-y[4])*(x[4]-y[4]))

#Function for calculating all the possible points
def Initiate_Sampling(self):

    self.EPS = 7000 
    y = self.y
    x = self.x

    if self.Calculate_Distance() &lt; 70:
        return y, x
    else:
        theta = atan2(y[1]-x[1], y[0]-x[0])
        return x[0] + self.EPS*cos(theta), x[1] + self.EPS*sin(theta)

#Function for displaying the output
def Start_The_Game(self):

    pygame.init()

    screen = pygame.display.set_mode(self.Window_size)
    caption = pygame.display.set_caption(""performing RRT"")
    white = 255, 240, 200
    black = 20, 20, 40
    screen.fill(black) 

    return('GAME BEGINS')   


#Main Function
def Node_Generation(self, nodes=True):
    self.nodes      = nodes
    self.QUIT       = QUIT
    self.KEYUP      = KEYUP
    self.K_ESCAPE   = K_ESCAPE

    nodes = [(5.0,5.25),(7.0,7.25),(8,8.25)]

    #nodes.append(X_dimension/2.0, Y_dimension/2.0)        
    nodes.append((0.0,0.0))

for i in range(Max_nodes):
    rand = random.random()*640.0, random.random()*480.0
    nn = self.nodes[0]

for p in nodes:
    if self.Calculate_Distance(p,rand) &lt; self.Calculate_Distance(nn,rand):
        nn = p
        newnode = step_from_to(nn,rand)
        nodes.append(newnode)
        pygame.draw.line(screen,white,nn,newnode)
        pygame.display.update()
        #print (i, ""  "", nodes)

for event in pygame.event.get():
    if event.type == QUIT or (event.type == KEYUP and event.key == K_ESCAPE):
        pygame.quit()
        sys.exit(""GAME OVER"")



path = RRT(0,0)#write the starting nodes
path.Calculate_Distance()
path.Initiate_Sampling()
path.Start_The_Game()
path.Node_Generation()    
</code></pre>

<p>The above results in a plain pygame window but no output.</p>
",12/4/2019 7:30,,93,0,3,0,,,,,,,,,,,104565837,I will fix the indentation. Also the node is a list object. Apart from the indentation is there any logical or syntactical error?,,
183,3415,56867596,Is it possible to use G1ANT Studio to automate outlook?,|robotics|rpa|g1ant|,"<p>Greetings fellow software engineers,</p>

<p>I've extremely new to RPA and I'm looking forward to using some of the best tools. The first task that I want to robotize/automate involves heavy use of outlook. I've seen that G1ANT gives the biggest opportunities to use programming languages (C#) and I want to know is it possible to use it to outlook automation or is there any templates/solutions to do it?</p>

<p>Thanks a lot!</p>
",7/3/2019 10:02,56871204,152,2,0,1,,11733698,"Warsaw, Poland",7/3/2019 9:54,46,56871204,"<p>@NeedHelpAsap, G1ANT offers a number of commands for working with Outlook. If you have already installed the latest G1ANT developer version, open it and look on the left side of the workspace for the ""Addons"" window (if you don't see it, go to the ""View"" menu at the top and click on ""Addons"". You should see this, or similar:</p>

<p><a href=""https://i.stack.imgur.com/lXxh3.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lXxh3.png"" alt=""Addon window""></a></p>

<p>Check the ""msoffice"" box as shown. You'll see a list of commands in the window below. The Outlook-related commands portion should look very much like this:</p>

<p><a href=""https://i.stack.imgur.com/SMmtC.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/SMmtC.png"" alt=""List of commands""></a></p>

<p>Double-clicking any of these commands will bring up its help. In the help, in addition to a description of the command and its arguments, there is a tab for the Manual page for that command. You can also view the <a href=""https://manual.g1ant.com/"" rel=""nofollow noreferrer"">G1ANT.Robot Manual page</a> online. </p>

<p>Hope this gets you started.</p>

<p>Regards,
burque505</p>
",6457212,3,0,,,,
184,3293,54790336,Control Webots from external Python IDE,|python|robotics|webots|,"<p>Is it possible to control Webots from external Python IDE (like pyCharm) ? I would appreciate if there is an example showing how to do so and location of modules to be added. Thanks</p>
",2/20/2019 15:52,,667,1,6,4,,2974823,"6th of October City, Egypt",11/9/2013 20:25,89,57497084,"<p>Yes, there is some new documentation on how to run Webots robot controllers within PyCharm <a href=""https://cyberbotics.com/doc/guide/using-pycharm-with-webots"" rel=""nofollow noreferrer"">here</a>.</p>
",810268,1,0,96412579,You are correct @FabienRohrer. I am working on Windows and I hope to see a short example of external python script for moving a model and if possible getting images from the scene. Thanks a lot,,
188,3412,56806576,Forward and Inverse Kinematics for robot MATLAB,|matlab|simulink|robotics|inverse-kinematics|kinematics|,"<p>Hope you are doing well.</p>

<p>I am verifying the output of my forward kinematics through inverse kinematics and the results are not as desired. As the output of my inverse kinematics is not coming out to be the same as the input of forward kinematics.</p>

<p>The D-H parameters of manipulator is given as: </p>

<p>Link: alpha, a, theta, d</p>

<p>Link 1 :         -90            0        theta1*        d1</p>

<p>Link 2 :           0            a2       theta2*         0</p>

<p>Link 3 :           0            a3       theta3*         0</p>

<p>Functions used are:</p>

<p>Inverse kinematics</p>

<pre><code>function q = inv_kinematics(ph)
%input in radians: [ph1 ph2 ph3] = [0.1 0.2 0.4]
l1 = 0.05;
l2 = 0.28;
l3 = 0.2;
d1 = 0.03;
ph1 = ph(1);
ph2 = ph(2);
ph3 = ph(3);
r=sqrt(ph1^2+(ph3-d1)^2);
alpha=acos((r^2+l2^2-l3^2)/(2*r*l2))
q = zeros(3,1);
q1=atan2(ph2,ph1);
q2=atan2(ph1,ph3-d1)-alpha;
q3=atan2(ph1-l2*sin(q2),ph3-d1-l2*cos(q2))-q2;
q=[q1;q2;q3];
%output: q = [1.107 -0.265 1.314]
end
</code></pre>

<p>Forward kinematics:</p>

<pre><code>function ph  = forward_kinematics(q)
%input: [q1 q2 q3] = [1.107 -0.265 1.314]
l2 = 0.28;
l3 = 0.2;
d1 = 0.03;
q1 = q(1);
q2 = q(2);
q3 = q(3);
ph = zeros(3,1);
ph1 = l2*cos(q1)*cos(q2)+l3*cos(q1)*cos(q2+q3);
ph2 = l2*sin(q1)*cos(q2)+l3*sin(q1)*cos(q2+q3);
ph3 = d1-l2*sin(q2)-l3*sin(q2+q3);
ph=[ph1;ph2;ph3];
%output: p = [0.1655 0.3308 -0.07005] 
end
</code></pre>
",6/28/2019 12:00,,1195,0,3,0,,11713385,,6/28/2019 11:48,15,,,,,,100238852,"Very few (if any) people here are going to download a random model from someone they don't know.  As part of your question please provide a value for `q` (presumably a 3-element numeric vector) showing what your first function gives for `ph`, and then what your second function gives for `q`.",,
191,3928,65206902,How to use the iot lab platform and how to choose the right nodes,|iot|robotics|riot-os|,"<p>I want to create an Iot-project where I am gonna have to create a watering system.
I am going to use Riot-OS on an ESP32 or ESP8266 that will interact with a water pump, n-mosfet, power supply and a humidity sensor.
At the same time I will have a Linux webserver running accepting the data from this controller.</p>
<p>Until my hardware arrives I want to test the code using iot-lab. However, I do not know what nodes I have to use and why. How do I choose the correct ones?
Do I also need an .elf file for the sensor, like in this tutorial <a href=""https://www.iot-lab.info/earn/"" rel=""nofollow noreferrer"">https://www.iot-lab.info/earn/</a> is being used for the lamp ?</p>
<p>Also, regarding if I use the ssh keygen command and then the copy paste and the connect to the experiment is the only thing that I need to do in order to run my code properly??</p>
<p>Is there a good tutorial that explains those things because I did not find any ?</p>
",12/8/2020 21:06,,109,1,5,0,,,,,,65343909,"<p>If you are going to use IoT lab, you only can use the <code>Pycom FiPy</code>.</p>
<blockquote>
<p>Until my hardware arrives I want to test the code using iot-lab.
However, I do not know what nodes I have to use and why. How do I
choose the correct ones? Do I also need an .elf file for the sensor,
like in this tutorial <a href=""https://www.iot-lab.info/earn/"" rel=""nofollow noreferrer"">https://www.iot-lab.info/earn/</a> is being used for
the lamp ?</p>
</blockquote>
<p>Just follow the <a href=""https://doc.riot-os.org/getting-started.html"" rel=""nofollow noreferrer"">getting started guide.</a> That should do the job.
<code>make flash</code> is generating the elf and flashs it. I recommend the target <code>native</code> for development. <code>BOARD=native make flash term</code> in order to also see the serial output. It has a proper IP stack (when configured with <code>tapsetup</code>) and works well enough for development. At least for the networking part. When you need to interact with the hardware, you have to use the actual hardware, of course. IoTLab is only useful, if you have big routing simulations etc. IoTLab also doesn't have the water pump etc. you need.</p>
<blockquote>
<p>Is there a good tutorial that explains those things because I did not find any ?</p>
</blockquote>
<p>Checkout the <a href=""https://github.com/RIOT-OS/RIOT/tree/master/examples"" rel=""nofollow noreferrer"">RIOT OS examples</a>.
<code>gnrc networking</code> and <code>saul</code> are interesting for you, I guess.
You should also read the <a href=""https://riot-os.org/api/group__drivers__saul.html"" rel=""nofollow noreferrer"">SAUL documentation</a>.</p>
",4094489,0,0,115321406,"Are you sure they didn't mean that you're supposed to program riot in Linux, and then flash it on your esp32? With a Linux server running alongside of it?",,
203,3706,61711549,Solving kidnapped robot problem using particle or kalman filter,|ros|robotics|,"<p>I'm doing some research on navigation algorithms in ROS and I want to test kidnapped robot problem in gazebo. Looking on internet I saw the two solutions are particle and kalman filter. I know that amcl already implements particle filter and you can use kalman filter with this <a href=""http://wiki.ros.org/robot_pose_ekf"" rel=""nofollow noreferrer"">package</a>, but the problem with them is that amcl needs robot's initial position. So my question is does amcl realy solve the kidnapped robot problem and are there any other methods for solving this issue? </p>
",5/10/2020 11:56,61726423,928,1,0,0,,13381031,"Zagreb, Hrvatska",4/22/2020 12:23,26,61726423,"<p>AMCL doesn't need initial pose. When the initial pose is not given, it will initialize the particles uniformly across the map. After moving the robot enough distance, particle filter will converge to correct pose.</p>

<p>AMCL solves kidnapped robot problem by adding random particles. When the robot is kidnapped, number of random particles added will increase. Of the random particles, which are near the actual pose of the robot get highest weight and upon resampling, more particle will be added near the correct pose. After few sensor updates and resampling, pf will converge to actual pose of the robot.</p>

<p>There are many solutions proposed for kidnapped robot problem in research. Most of them use additional setup or additional sensors.</p>
",1595504,0,0,,,,
205,3639,60183911,Blue Prism - Not able to spy elements - Browser Firefox,|automation|robotics|blueprism|rpa|,"<p>I have an issue with spy Browser mode in Firefox.
I have designed a new RPA process on Dev machine where I have spy in Browser mode (in firefox) web page.
On my Dev machine the Browser mode is working good and the process runs very good.
The issue is on production machine where the modeler don't see the elements which have been spied on dev machine.</p>

<p>Actions so far done.
We have set all settings regarding Firefox to the same like on dev machine using the BP guide,
We have installed the same Firefox extension on prod like on dev machine.
We have set the same internet options.</p>

<p>Non of the actions have helped us to be able to spy elements in Firefox on prod machine.</p>

<p>My questions to the experts community:)
What else could have impact on the BP - Browser mode which is stopping BP to see elements?
What virtual machine settings need to be set/or what to check?</p>

<p>We have BP Version 6:
Application Manager 6.4.2.10610
.Net Framework 4.7
Firefox version 72.0.2
Blue Prism Browser Extension version 6.4.2.10610vycoxormiz (updated 30. Jan. 2020)</p>

<p>Thank you for your help!</p>
",2/12/2020 8:20,60274369,3299,1,0,2,,5739124,"Berlin, Deutschland",1/2/2016 21:31,34,60274369,"<p>I found the solution.</p>

<p>During investigation I came on this link</p>

<p>[<a href=""https://superuser.com/questions/719875/google-chrome-always-says-google-chrome-was-not-shut-down-properly][1]"">https://superuser.com/questions/719875/google-chrome-always-says-google-chrome-was-not-shut-down-properly][1]</a></p>

<p>In the location ""%UserProfile%\AppData\Local\Google\Chrome\User Data\Default\Preferences</p>

<p>I have changed the ""exit_type"": ""normal"" to ""exit_type"": ""standard"" and immediate the </p>

<p>Browser mode on production machine was working and we could run the process.</p>

<p>It seems that the chrome when it wasn't shut down properly has impact on Blue Prism.</p>

<p>Adding update.
I have noticed that each time Chrome opens it changes in the Preferences file the status to Normal.
I have fixed the issue in that way, that I have added additional logic to my solution:
1. I have copied the Preferences file to a different location and changed in the file the status to Standard.
2. I have added additional logic to my process where bot copy the file from the new location and replace the file in the Chrome location each time he runs.</p>

<p>Hope this will help others with similar issue.</p>

<p>Regards! </p>
",5739124,1,0,,,,
206,3728,62592629,What is this error ? It's an digital assistant,|python|stream|pyaudio|robotics|errno|,"<p>This is my code:</p>
<pre><code>import speech_recognition
import pyttsx3
from datetime import date, datetime

robot_ear = speech_recognition.Recognizer()
robot_mouth = pyttsx3.init()
robot_brain = &quot;&quot;

while True:
    with speech_recognition.Microphone() as mic:
        print(&quot;Robot: I'm Listening&quot;)
        audio = robot_ear.listen(mic)

    print(&quot;Robot:...&quot;)

    try:
        you = robot_ear.recognize_google(audio)
    except:
        you = &quot;&quot;
    print (&quot;You: &quot; + you)

    you = &quot;hello&quot;

    if you == &quot;&quot;:
        robot_brain = &quot;I can't hear you, try again!&quot;
    elif&quot;hello&quot; in you:
        robot_brain = &quot;Hello Huan&quot;
    elif &quot;today&quot; in you:
        today = date.today()
        robot_brain = today.strftime(&quot;%B %d, %Y&quot;)
    elif &quot;time&quot; in you:
        now = datetime.now()
        robot_brain = now.strftime(&quot;%H hours %M minutes %S seconds&quot;)
    elif &quot;president&quot; in you:
        robot_brain = &quot;Donald Trump&quot;
    elif &quot;bye&quot; in you:
        robot_brain = &quot;Bye Duong Gia Huan&quot;
        print(&quot;Robot: &quot; + robot_brain)
        robot_mouth.say(robot_brain)
        robot_mouth.runAndWait()
        break
    else:
        robot_brain = &quot;I'm fine, Thank you, and you ?&quot;

    print(&quot;Robot: &quot; + robot_brain)
    robot_mouth.say(robot_brain)
    robot_mouth.runAndWait()
</code></pre>
<p>when I run it, It's have an error like this :</p>
<pre><code>Robot: I'm Listening
Traceback (most recent call last):
  File &quot;trolyao.py&quot;, line 12, in &lt;module&gt;
    audio = robot_ear.listen(mic)
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\speech_recognition\__init__.py&quot;, line 652, in listen
    buffer = source.stream.read(source.CHUNK)
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\speech_recognition\__init__.py&quot;, line 161, in read
    return self.pyaudio_stream.read(size, exception_on_overflow=False)
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\pyaudio.py&quot;, line 608, in read
    return pa.read_stream(self._stream, num_frames, exception_on_overflow)
OSError: [Errno -9999] Unanticipated host error

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File &quot;trolyao.py&quot;, line 12, in &lt;module&gt;
    audio = robot_ear.listen(mic)
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\speech_recognition\__init__.py&quot;, line 151, in __exit__
    self.stream.close()
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\speech_recognition\__init__.py&quot;, line 166, in close
    if not self.pyaudio_stream.is_stopped():
  File &quot;C:\Users\huana\AppData\Local\Programs\Python\Python38\lib\site-packages\pyaudio.py&quot;, line 543, in is_stopped
    return pa.is_stream_stopped(self._stream)
OSError: [Errno -9988] Stream closed
</code></pre>
<p>Help me fix it !!!I'm a begginer of Python !
<strong>Help me fix it, pls</strong></p>
<blockquote>
<p>Can you help me ?
I don't know what it is ?
I think we should fix the audio with the microphone, Right ?
<em>ntroduction to Python Programming language. Python is developed by Guido van Rossum. Guido van Rossum started implementing Python in 1989. Python is a very simple programming language so even if you are new to programming, you can learn python without facing any issues.</em></p>
</blockquote>
",6/26/2020 10:17,,381,1,0,-2,0,13795538,,6/23/2020 0:02,4,62592770,"<pre><code>r = sr.Recognizer()
with sr.Microphone() as source:
    r.pause_threshold = 1
    r.adjust_for_ambient_noise(source, duration=1)
    audio = r.listen(source)
try:
    print(&quot;Recognizing...&quot;)
    query = r.recognize_google(audio, language='en-us')
except Exception as e:
    print(&quot;Say that again please...&quot;)
    return &quot;None&quot;
return query
</code></pre>
<p>I don't know the reason behind the error  but i think you need add the above code. I guess it is not recognizing audio clearly so try to adjust the ambient noise. I hope it helps. I am a beginner too. Peace</p>
",13754401,0,0,,,,
207,3854,63766021,Callback fuction is not getting called,|c++|c++14|ros|robotics|gazebo-simu|,"<p>I am trying to implement ROS GotoGoal in c++, here is the code</p>
<pre class=""lang-cpp prettyprint-override""><code>#include &quot;ros/ros.h&quot;
#include &quot;geometry_msgs/Twist.h&quot;
#include &quot;geometry_msgs/Pose2D.h&quot;
#include &quot;turtlesim/Pose.h&quot;

class Turtle {

public :
  Turtle(int argc,char** argv){
    ros::init(argc,argv,&quot;mover&quot;);
    ros::NodeHandle n;
    pose = turtlesim::Pose();
    pub = n.advertise&lt;geometry_msgs::Twist&gt;(&quot;/turtle1/cmd_vel&quot;, 100);
    sub = n.subscribe(&quot;/turtle1/pose&quot;, 100, &amp;Turtle::Update, this);
  }

  void Update(const turtlesim::Pose::ConstPtr&amp; msg){
    ROS_INFO(&quot;Pose recieved : x = %f y = %f\n&quot;, msg-&gt;x, msg-&gt;y );
    pose = *msg;
  }

  void move2goal(){
    turtlesim::Pose goalPose= turtlesim::Pose() ;
    
    std::cout&lt;&lt;&quot;Enter goal x : &quot;&lt;&lt;&quot; &quot;;
    std::cin&gt;&gt;goalPose.x ;
    std::cout&lt;&lt;&quot;Enter goal y : &quot;&lt;&lt;&quot; &quot;;
    std::cin&gt;&gt;goalPose.y ;
    
    float d ;
    std::cout&lt;&lt;&quot;Enter distance tolerance d : &quot;&lt;&lt;&quot; &quot;;
    std::cin&gt;&gt;d ;
    
    auto vel_msg = geometry_msgs::Twist() ;
    ros::Rate loop_rate(2.0);
    while(distance(goalPose)&gt;=d &amp;&amp; ros::ok()){
      vel_msg.linear.x = linear_velocity(goalPose,1.5); 
      vel_msg.linear.y =0 ;
      vel_msg.linear.z = 0 ;
      
      vel_msg.angular.x = 0 ;
      vel_msg.angular.y= 0 ;
      vel_msg.angular.z = angular_velocity(goalPose,6) ;
      
      pub.publish(vel_msg) ;
      loop_rate.sleep() ; 
 ROS_INFO(&quot;current : %f %f\n&quot;,pose.x,pose.y) ;  
 }
    vel_msg.angular.z=0 ;
    vel_msg.linear.x =0 ;
    pub.publish(vel_msg) ;
    ros::spin();
  }

  ros::Publisher pub;
  ros::Subscriber sub;
  turtlesim::Pose pose;
  int ch = 0;
};

int main(int argc, char** argv) {
  Turtle turtle = Turtle(argc,argv);
  turtle.move2goal();
  return 0;
}
</code></pre>
<p>But the <strong>Update</strong> callback function is not getting called and the turtle is moving in a circle as pose is not getting updated. I tried using ROS_INFO for debugging the issue but nothing worked.
What am I doing wrong here?
<strong>Note</strong>: implementations of few functions have been removed from the code snippet due to stackoverflow's policy.</p>
<p>[Output][1]
[1]:https://i.stack.imgur.com/eL9Sr.png</p>
",9/6/2020 15:48,63769117,1334,1,5,0,,14133727,,8/19/2020 20:47,4,63769117,"<p>I think you misunderstood what the sleep does. Unlike <code>spin</code> it doesn't actually perform all the ROS communication events. It's just a convenience for accurate sleep. See <a href=""https://stackoverflow.com/questions/23227024/difference-between-spin-and-rate-sleep-in-ros"">Difference between spin and rate.sleep in ROS</a>.</p>
<p>Fortunately the fix is really easy, just add a <code>spinOnce</code>:</p>
<pre><code>while( distance(goalPose) &gt;= d &amp;&amp; ros::ok()) {
  // (..)
  ros::spinOnce();
  loop_rate.sleep();
}
</code></pre>
",1087119,1,2,112772470,"cin statements are there for getting the goal location (x,y) from the console. I added a debug statement in Update callback function and one at the end of the loop",,
208,3821,63271230,Can you dynamically create variables based on rows in an Excel file in C#?,|c#|dynamic|robotics|,"<p>I am trying to make a C# program that takes coordinates from an excel file in the sense that each column is x,y,z and r, respectively, and each row is a different point. I would like to be able to create variables in the format point0, point1, etc. depending on how many rows there are.</p>
<p>As of right now I am reading each cell into an Array, then manually creating points from that array. In this case there are 4 rows and 4 points (points 0 to 3). This works for now but I have to imagine there is a much easier way of doing this or at least something more dynamic. 4 points is not a big deal but there could be many more.</p>
<pre><code>        int rows = 4;

        for(int i = 0; i &lt; 4; i++)
        {
           for(int j = 0; j &lt; rows; j++)
           {
               points[i,j] = excel.ReadCell(i, j);
           }
        }
      
        for(int i = 0; i &lt; 4; i++)
        {
            point0[0, i] = points[0, i];
        }

        for (int i = 0; i &lt; 4; i++)
        {
            point1[1, i] = points[1, i];
        }

        for (int i = 0; i &lt; 4; i++)
        {
            point2[2, i] = points[2, i];
        }

        for (int i = 0; i &lt; 4; i++)
        {
            point3[3, i] = points[3, i];
        }
</code></pre>
<p>Even condensing the set of loops where the points are manually created would save time, I am just not sure if there is a way to say something such as</p>
<pre><code>       for(int i = 0; i &lt; rows; i++)
       {
           for(int j = 0; j &lt; cols; j++)
           {
               point+&quot;i&quot;[i,j] = points[i,j]
           }
       }
</code></pre>
<p>Where the ith iteration is concatenated to the variable name.</p>
<p>Any help would be greatly appreciated, and I am open to all recommendations (I am pretty new to C# if you can't tell)</p>
",8/5/2020 18:16,63272484,381,1,2,0,,14055717,,8/5/2020 17:56,2,63272484,"<p>I would define a class of what the combination of the four points mean.  Not based on the row or column that they're stored on but what they actually represent.</p>
<pre><code>public class Shape
{
    public int Start { get; set; }
    public int End { get; set; }
    public int Mean { get; set; }
    public int Median { get; set; }
}
</code></pre>
<p>Then as you loop through each row you can Create and add all four points at the same time.  Some thing like this.</p>
<p>public List GetShapesFromExcel()
{
var list = new List();</p>
<pre><code>        int StartColumn = 'x';
        int EndColumn = 'y';
        int MeanColumn = 'z';
        int MedianColumn = 'r';

        foreach (var row in workSheet)
        {
            var shape = new Shape()
            {
                Start = excel.ReadCell(row, StartColumn);
                End = excel.ReadCell(row, EndColumn);
                Mean = excel.ReadCell(row, MeanColumn);
                Median = excel.ReadCell(row, MedianColumn);
            };
        
        }
    return list;
    }
</code></pre>
<p>I'm taking a wild stab in the dark on what you're data actually represents but I would take the time to go ahead and spin that up into a real object so that it's easier to reason about as you're writing the code.</p>
<p>variables like ‘I’ &amp; ‘J’  Don't save enough time in this case to be useful.</p>
<p>last suggestion is to go ahead and check out the package EPPlus. that package has the ability to turn rows into structured classes</p>
<p>check this out to get started.
<a href=""https://stackoverflow.com/questions/33436525/how-to-parse-excel-rows-back-to-types-using-epplus"">How to parse excel rows back to types using EPPlus</a></p>
",3808982,0,0,111882898,"Rather than store these in variables whose names get larger numbers added, you can just store them in a list.",,
