,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code,,,
4211,71033078,module' object is not callable in python roboticstoolbox by Peter Corke,|python|plot|backend|robotics|,"<p>Good morning everybody, I'm currently using the python Roboticstoolbox written by Peter Corke but I have a problem when trying to make the noodlelike plot of my robotic arm. The same error appears when trying to run the provided example:</p>
<p><a href=""https://i.stack.imgur.com/LWRXA.png"" rel=""nofollow noreferrer"">Example code</a></p>
<p>The error is the following:</p>
<pre><code> pyplot = rtb.backends.PyPlot()  # create a PyPlot backend
</code></pre>
<p>TypeError: 'module' object is not callable</p>
<p>How can I make it work?</p>
",2/8/2022 11:24,,105,0,4,0,,18150939,Italy,2/8/2022 11:10,2,,,,,,125570178,"Where is that distribution `rtb` available? If running one of their examples produces an errors, I think it is best to open an issue with the project.",li,,,
4440,74265400,"Project in Python for a robot moving in a 10 by 10 grid, with some extra requirements",|python|python-3.x|robotics|,"<p>I have a project to write code in Python that will control a robot's movements in a 10 by 10 grid. First i would like to point out that i am a beginner so it would be better for me if i can get simple lines of code that i can digest.</p>
<p>So, the project asks for:</p>
<p>A 10 by 10 grid, with the robot starting from the uppermost left position which is X(0,0).</p>
<p>Moving from X(0,0) down one tile will increase the value to (1,0) until (9,0) which is the downmost left corner, while moving from X(0,0) to the right will increase each time by (0,1) until (0,9) upper right corner. Moving from position (9,0) to the right will again be up to (9,9).</p>
<p>It will accept commands to move Up, down, left, right (u ,d ,l, r). Each command should be given together with and integer number that denotes the steps to the given direction (for ex. u5, or d2).</p>
<p>The user will give commands continuously until ENTER is pressed which will make the program exit.</p>
<p>After each command, the program must calculate the position of the robot and print out a message with it.</p>
<p>In the case that the user gives a command that cannot be executed or will make the robot go outside the grid, then an error message must appear. It must also give the error message in instances where X or Y =&gt; N.</p>
<p>Thanks to anyone who will take the time to help me!</p>
<p>I have not tried anything yet as i am in a loss of what to do and how.</p>
",10/31/2022 15:15,,242,1,0,-1,,20380430,,10/31/2022 15:02,3,74356725,"<pre><code>while True:
try:
    n = int(input(&quot;Δώσε διαστάσεις του grid:&quot;))
    n1 = n*n
    print(f&quot;Το ρομπότ κινείται σε χώρο {n1}. Η αρχική του θέση είναι:&quot;, x, &quot;,&quot;, y)
except ValueError:
    print(&quot;Παρακαλώ δώσε θετικό ακέραιο αριθμό&quot;)
    continue

while True:
    try:
        move = input(&quot;Δώσε κίνηση:&quot;)
        if move[0] == 'r':
            if int(move[1:])+y &gt;= n1:
                print(&quot;ΣΦΑΛΜΑ! Κίνηση έξω από τα όρια του χώρου.\nΗ θέση του ρομπότ παραμένει:&quot;, x, &quot;,&quot;, y)
            else:
                y = y+int(move[1:])
                print(&quot;Η νέα θέση του ρομπότ είναι:&quot;, x, &quot;,&quot;, y)

        if move[0] == 'l':
            if int(move[1:])-y &gt; 0:
                print(&quot;ΣΦΑΛΜΑ! Κίνηση έξω από τα όρια του χώρου.\nΗ θέση του ρομπότ παραμένει:&quot;, x, &quot;,&quot;, y)
            else:
                y = y-int(move[1:])
                print(&quot;Η νέα θέση του ρομπότ είναι:&quot;, x, &quot;,&quot;, y)

        if move[0] == 'u':
            if int(move[1:])-x &gt; 0:
                print(&quot;ΣΦΑΛΜΑ! Κίνηση έξω από τα όρια του χώρου.\nΗ θέση του ρομπότ παραμένει:&quot;, x, &quot;,&quot;, y)
            else:
                x = x-int(move[1:])
                print(&quot;Η νέα θέση του ρομπότ είναι:&quot;, x, &quot;,&quot;, y)

        if move[0] == 'd':
            if int(move[1:])+x &gt;= n1:
                print(&quot;ΣΦΑΛΜΑ! Κίνηση έξω από τα όρια του χώρου.\nΗ θέση του ρομπότ παραμένει:&quot;, x, &quot;,&quot;, y)
            else:
                x = x+int(move[1:])
                print(&quot;Η νέα θέση του ρομπότ είναι:&quot;, x, &quot;,&quot;, y)
    except ValueError:
        print(&quot;ΣΦΑΛΜΑ! Κίνηση έξω από τα όρια του χώρου.\nΗ θέση του ρομπότ παραμένει:&quot;, x, &quot;,&quot;, y)
        continue
while move == &quot;&quot;:
    print(&quot;Τερματισμός προγράμματος&quot;)
    exit()
</code></pre>
",20380430,0,1,,,wireless,,,
4318,72200178,Arduino MQTT synchronicity,|arduino|wifi|mqtt|robotics|,"<p>I try to establish a MQTT-connection between Arduino WifiRev2  and
a python script on an ubuntu20-system.</p>
<p>For test purposes the arduino is connected with 3 ultrasonic sensors and a gyro sensor.</p>
<p>The mqtt-connection seems to work fine, arduino does publish the sensor data and
also receives commands from the python scripts.</p>
<p>But the sensor data are not sent synchronously.
The sensor sent first is received much more frequent (about faktor 4)
than the other sensor data.</p>
<p>The script is adopted from this example code:
<a href=""https://docs.arduino.cc/tutorials/uno-wifi-rev2/uno-wifi-r2-mqtt-device-to-device"" rel=""nofollow noreferrer"">https://docs.arduino.cc/tutorials/uno-wifi-rev2/uno-wifi-r2-mqtt-device-to-device</a></p>
<p>Here is the loop in my arduino script:</p>
<pre><code>const long interval = 30;
unsigned long previousMillis = 0;
void loop() {

  mqttClient.poll();

  unsigned long currentMillis = millis();

  if (currentMillis - previousMillis &gt;= interval) {
    // save the last time a message was sent
    previousMillis = currentMillis;

    //record random value from A0, A1 and A2
    //int Rvalue = analogRead(A0);
    int gyroSCL = digitalRead(gryoSCL_PIN);
    int gyroSDA = digitalRead(gryoSDA_PIN);
    int l_distance = getUSensDistance(USens_L_Trig_Pin,USens_L_Echo_Pin);
    int r_distance = getUSensDistance(USens_R_Trig_Pin,USens_R_Echo_Pin);
    int f_distance = getUSensDistance(USens_F_Trig_Pin,USens_F_Echo_Pin);
    int g_value = getGyro();

    mqttClient.beginMessage(topicL);
    mqttClient.print(l_distance);
    mqttClient.endMessage();

    mqttClient.beginMessage(topicR);
    mqttClient.print(r_distance);
    mqttClient.endMessage();

    mqttClient.beginMessage(topicF);
    mqttClient.print(f_distance);
    mqttClient.endMessage();

    mqttClient.beginMessage(topicG);
    mqttClient.print(g_value);
    mqttClient.endMessage();

    //Serial.println();
  }
}
</code></pre>
<p>The python script is based on this example:
<a href=""https://www.emqx.com/en/blog/how-to-use-mqtt-in-python"" rel=""nofollow noreferrer"">https://www.emqx.com/en/blog/how-to-use-mqtt-in-python</a></p>
<p>A print example from the python subscriber is like this:</p>
<pre><code>Connected to MQTT Broker!
Received `44` from `usens_l` topic (timeDiff: 678024
Received `25` from `usens_f` topic (timeDiff: 882899
Received `44` from `usens_l` topic (timeDiff: 87380
Received `49` from `usens_l` topic (timeDiff: 274183
Received `44` from `usens_l` topic (timeDiff: 501763
Received `44` from `usens_l` topic (timeDiff: 702241
Received `44` from `usens_l` topic (timeDiff: 911118
Received `44` from `usens_l` topic (timeDiff: 113206
Received `44` from `usens_l` topic (timeDiff: 316174
Received `45` from `usens_l` topic (timeDiff: 521477
Received `45` from `usens_l` topic (timeDiff: 725778
Received `45` from `usens_l` topic (timeDiff: 930363
Received `-1` from `gyro` topic (timeDiff: 135167
Received `45` from `usens_l` topic (timeDiff: 354054
Received `54` from `usens_l` topic (timeDiff: 647140
Received `42` from `usens_r` topic (timeDiff: 647306
Received `41` from `usens_r` topic (timeDiff: 852423
Received `55` from `usens_l` topic (timeDiff: 58828
Received `55` from `usens_l` topic (timeDiff: 261107
Received `55` from `usens_l` topic (timeDiff: 465823
Received `55` from `usens_l` topic (timeDiff: 671458
</code></pre>
<p>So obviously some sensor data are not sent (or not received).
I tried with different intervals, but in any case it seems
that usens_l is receveid much more frequent than the other data.</p>
<p>There could be a more simple way to send the data synchronously
but building a string or calculate to a single value to integrate
the data and send at once. Maybe this is the solution for
my current issue. But I would like to understand, why this
communication does not work as expected.</p>
<p>Thank you for some hints!</p>
",5/11/2022 11:23,,77,1,0,0,,4074395,,9/24/2014 11:15,52,72203580,"<p>O.k., I found the solution, it was far more easy than expected:</p>
<p>I just had to install a local mosquitto server (as ubuntu service), now the  log looks like this:</p>
<pre><code>Received `49` from `usens_l` topic (timeDiff: 305325
Received `82` from `usens_r` topic (timeDiff: 305449
Received `16` from `usens_f` topic (timeDiff: 307354
Received `-1` from `gyro` topic (timeDiff: 309461
Received `49` from `usens_l` topic (timeDiff: 334474
Received `82` from `usens_r` topic (timeDiff: 337135
Received `16` from `usens_f` topic (timeDiff: 337257
Received `-1` from `gyro` topic (timeDiff: 339283
</code></pre>
",4074395,0,0,,,sensors,,,
4414,73821190,What are the key differences between jogging the robot in world mode and joint mode for both ABB and Fanuc robots?,|automation|robotics|,"<p>ROBOTIC MOVEMENT</p>
<p>Jogging of robots</p>
<p>What are the key differences between jogging the robot in world mode and joint mode for both ABB and Fanuc robots?</p>
",9/22/2022 22:16,,292,0,2,0,,15225039,"Thiruvalla, Kerala, India",2/17/2021 4:21,5,,,,,,130568205,Maybe the Robotics Community is a better place to ask: https://robotics.stackexchange.com/,mc,,,
4603,76351277,Trying to make a turtlebot circle another moving turtlebot in ROS,|python|geometry|ros|robotics|,"<p>I am trying to make one turtlebot named turtle2 to circle around a stationary turtlebot and then have another turtlebot turtle3 circle around turtle 2. Turtle2 circles around turtle1 with a radius of 2 and an angular velocity of 1 and turtle3 should circle around turtle2 with a radius of 0.5 and an angular velocity of 2. However I cannot figure out how to make turtle3 circle around turtle2 while also closing the distance caused by turtle2's movement. Here's my ROS code and a screenshot of what I get with my results to help you understand my goal. Any help would be appreciated.</p>
<pre><code>#!/usr/bin/env python  
import roslib
roslib.load_manifest('learning_tf')
import rospy
import math
import tf
import geometry_msgs.msg
import turtlesim.srv

if __name__ == '__main__':
    rospy.init_node('turtle_tf_listener')

    listener = tf.TransformListener()

    rospy.wait_for_service('spawn')
    spawner = rospy.ServiceProxy('spawn', turtlesim.srv.Spawn)

    # wait for the world to spawn
    rospy.sleep(0.3)

    (trans, rot) = listener.lookupTransform('/world', '/turtle1', rospy.Time(0))
    r2 = 2
    w2 = 1
    # spawn second turtle along the orbit of the first still turtle
    spawner(trans[0], trans[1] - r2, 0, 'turtle2')
    turtle_vel2 = rospy.Publisher('turtle2/cmd_vel', geometry_msgs.msg.Twist,queue_size=1)

    # wait for second turtle to spawn
    rospy.sleep(0.3)
    (trans, rot) = listener.lookupTransform('/world', '/turtle2', rospy.Time(0))
    r3 = 0.5
    w3 = 2
    # spawn third turtle along the orbit of the second turtle
    spawner(trans[0], trans[1] - r3, 0, 'turtle3')
    turtle_vel3 = rospy.Publisher('turtle3/cmd_vel', geometry_msgs.msg.Twist,queue_size=1)

    rate = rospy.Rate(10.0)
    while not rospy.is_shutdown():
        flag2 = True
        flag3 = True
        try:
            (trans, rot) = listener.lookupTransform('/world', '/turtle1', rospy.Time(0))
        except (tf.LookupException, tf.ConnectivityException, tf.ExtrapolationException):
            flag2 = False

        if(flag2):
            angular2 = w2
            linear2 = w2 * r2
            cmd2 = geometry_msgs.msg.Twist()
            cmd2.linear.x = linear2
            cmd2.angular.z = angular2
            turtle_vel2.publish(cmd2)
        
        try:
            (trans, rot) = listener.lookupTransform('/turtle3', '/turtle2', rospy.Time(0))
        except (tf.LookupException, tf.ConnectivityException, tf.ExtrapolationException):
            flag3 = False

        if(flag3):
            angular3 = w3
            linear3 = w3 * r3
            cmd3 = geometry_msgs.msg.Twist()
            cmd3.linear.x = linear3
            cmd3.angular.z = angular3
            turtle_vel3.publish(cmd3)

        rate.sleep()
</code></pre>
<p><a href=""https://i.stack.imgur.com/tccBV.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/tccBV.png"" alt=""enter image description here"" /></a></p>
",5/28/2023 11:34,77151076,106,1,0,0,,12607149,Greece,12/27/2019 11:11,16,77151076,"<p>That's how I would approach it:</p>
<ol>
<li>Get turtle2 position let's call it Pos2 which is vector (x2, y2)</li>
<li>Make a function which generates point which is circling around (0, 0) so it's something like SpinnerPos = (cx, cy) = DistanceToCenter * (cos(angle), sin(angle)) where angle is incremented every frame so the point (aka vector) would spin.
<a href=""https://i.stack.imgur.com/GQz3a.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GQz3a.png"" alt=""enter image description here"" /></a></li>
<li>Combine both: Target = Pos2 + SpinnerPos. Now if drawn Target point would perfectly spin around turtle2</li>
<li>Now make turtle3 follow Target point by calculating distance to it (Pythagorean theorem) and adjusting it's orientation (trigonometry atan2()) and speed proportional to distance</li>
<li>After tuning parameters turtle3 should circle turtle2</li>
</ol>
",5031366,0,0,,,cpmr,,,
4700,77419699,B&R Automation Studio - Breakdown of cyclic network communication error,|automation|embedded|robotics|ansi-c|br-automation-studio|,"<p>I get this error on a B&amp;R controller computer that I use to control a 6-axis stewart platform, but we have not been able to figure out the exact cause with B&amp;R support. This problem comes on occasionally but goes away when I reboot the system and then comes back at random times. Can anyone help me if they have experienced this before?</p>
<p><img src=""https://i.stack.imgur.com/xKQ8f.jpg"" alt=""enter image description here"" /></p>
<p>Here it is controller link <a href=""https://www.br-automation.com/tr/ueruenler/enduestriyel-pcler/automation-pc-3100/system-units/5apc3100kbu0-000/"" rel=""nofollow noreferrer"">Controller</a></p>
<p>I thought it was related to the tasks I was using exceeding their time, so I monitored how much the controller was using the processor and it maxes out at 60% utilization. I also changed the connection cables thinking that there might be a bug with the powerlink communication but this did not solve the problem. This error does not happen after a certain process, so we cannot get the error by following certain steps in the system. Or we haven't discovered it yet, but for now it seems to us that it happens at random moments.</p>
",11/3/2023 21:04,,116,0,2,1,,18771823,,4/11/2022 12:27,12,,,,,,136515991,"The ethernet cable connected to the panel I use is connected to an ethernet switch port and different ethernet cables also enter this port, including the communication of the system connected to our stewart platform. I will check this, so I will try to arrange a cable that is more resistant to electromagnetic noise and protected.",wireless,,,
4587,76247799,Path planning using an occupancy grid with specific constrains,|algorithm|graph-theory|robotics|,"<p>I have a binary occupancy grid representing an environment where zeros denote empty spaces and ones denote walls. I need to plan a path for a differential wheeled robot with a cylindrical shape. However, I have specific constraints that I am struggling to meet.</p>
<p>My objective is to generate a path that allows the robot to follow walls while maintaining a certain safe distance from the wall to avoid damaging it, additionally, I would like the robot to maintain a given maximum distance from the walls whenever possible. As an example in the distance trasform grid below I want a path that spans between ~15 and ~20, so when possible the path should go below the given maximum distance in order to cover certain areas of the map.</p>
<p>Could someone suggest an approach or algorithm that can help me achieve my desired path while considering these constraints? Any guidance or code examples would be greatly appreciated. Thank you!</p>
<p>Occupancy Grid:
<img src=""https://i.stack.imgur.com/bxKHP.png"" alt=""Occupancy Grid"" /></p>
<p>I have already attempted to generate a path by applying a distance transform to the grid and using it as a basis for planning. However, the resulting path is not perfect and exhibits some issues.</p>
<p>Distance Transform:
<img src=""https://i.stack.imgur.com/0kt3y.png"" alt=""Distance Transform"" /></p>
<p>Obtained Path:
<img src=""https://i.stack.imgur.com/RoKPr.png"" alt=""Obtained Path"" /></p>
<p>Desired path:
<img src=""https://i.stack.imgur.com/YlWYz.png"" alt=""Desired path"" /></p>
",5/14/2023 13:45,,222,1,0,2,,21896451,,5/14/2023 12:07,3,76248835,"<ul>
<li>Set R to the spacing you want between the robot and the wall.</li>
<li>Construct a rectangular grid of cells with spacing between the cells of R</li>
<li>Mark all cells the do not contain a wall and are less the 2 * R from a wall.</li>
<li>Create a graph with a vertex located at each marked cell and an edge between every adjacent vertex.</li>
<li>Run route planning code to generate a path that visits every vertex in graph.</li>
</ul>
<p>The last step is the tricky one!  For that, may I suggest my application called &quot;Obstacle&quot; which produces this sort of result:</p>
<p><a href=""https://i.stack.imgur.com/U5ZnW.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/U5ZnW.png"" alt=""enter image description here"" /></a></p>
<p>Obstacle documentation and code:  <a href=""https://github.com/JamesBremner/PathFinder/wiki/Obstacles"" rel=""nofollow noreferrer"">https://github.com/JamesBremner/PathFinder/wiki/Obstacles</a></p>
",16582,0,0,,,mp,,,
4564,75961498,Creating a Ros2 subscriber within a Nav2 Costmap Layer,|c++|robotics|ros2|,"<p>I am currently writing my own custom costmap plugin for use with the navigation2 stack. I'm trying to have the costmap layer take the navigation goal into account when updating costs near it. I've been trying to do this by adding a subscriber to the custom costmap layer that will pull the position of the navigation goal when it is set.</p>
<p>However, I haven't found a good way to do this.</p>
<p>I've tried to use the existing Lifecycle node within the nav2_costmap_2d::Layer class, but no matter what I do, I simply cannot get the data types to match. When I first tried to create the subscriber within the <code>onInitialize</code> method I wasn't able to build the plugin due to colcon complaining that it could not find the subscriber (error looked like this):</p>
<pre><code>error: no matching function for call to ‘std::function&lt;void(const geometry_msgs::msg::Pose2D_&lt;std::allocator&lt;void&gt; &gt;&amp;)&gt;::function(std::_Bind&lt;void (jackstand_objective_costmap_plugin::JSLayer::*(std::shared_ptr&lt;rclcpp_lifecycle::LifecycleNode&gt;, std::_Placeholder&lt;1&gt;))(const geometry_msgs::msg::Pose2D_&lt;std::allocator&lt;void&gt; &gt;&amp;)&gt;&amp;)’
  394 |       callback_variant_ = static_cast&lt;typename scbth::callback_type&gt;(callback);
</code></pre>
<p>I figured this was because the Lifecycle node needed to be in the process of being configured to create a subscriber. So the next thing I attempted to do was define an <code>on_configure</code> callback to the node within the Layer class. I attempted to do this via the <code>register_on_configure</code> method. I could not get my types to match though. When I made a <code>func</code> function the method always complained that it needed a type <code>std::function&lt;func&gt;</code>.</p>
<p>I tried making a separate regular node that I could set as a shared pointer within my costmap layer which also didn't work. This was due to the plugin not even recognizing the node I had made within my code.</p>
<p>Is there a way to add a subscriber to a custom costmap layer plugin? If so, would anyone please tell me how?</p>
",4/7/2023 19:43,,263,0,0,0,,21591458,,4/7/2023 19:17,8,,,,,,,,mapping,,,
4509,75446976,How to measure the distance for robot center to obstacles?,|matlab|orientation|robotics|,"<p>I want to orient my robot based on the distance from the obstacle, but I do not know how to measure the distance from robot center to the obstacle surrounding.</p>
<p><a href=""https://i.stack.imgur.com/QGnPx.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/QGnPx.jpg"" alt=""enter image description here"" /></a></p>
",2/14/2023 11:11,75532145,115,2,3,-1,,18055837,,1/28/2022 8:13,8,75448750,"<p>I think it might depend on how your robot moves. For instance, if your robot navigation algorithm guides the robot to move one direction at a time, (x then y, or y then x, along axes in XoY space), the <a href=""https://www.wikiwand.com/en/Taxicab_geometry"" rel=""nofollow noreferrer"">Manhattan distance</a> would be more appropriate, as shown in the picture below. <a href=""https://i.stack.imgur.com/vAaBh.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/vAaBh.jpg"" alt=""Manhattan distance"" /></a> The <strong>Yellow</strong> and <strong>Blue</strong> distances are the same, while the <strong>Green</strong> distance is the Euclidean distance that will be described below.</p>
<p>However, most modern robots may move in any direction rather than one at a time. But from point A to point B the straight line is the obvious best solution to save a great effort. Then, the <a href=""https://www.wikiwand.com/en/Euclidean_distance"" rel=""nofollow noreferrer"">Euclidean distance</a> should be chosen, as shown below.<a href=""https://i.stack.imgur.com/FUX5a.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/FUX5a.jpg"" alt=""enter image description here"" /></a></p>
",1300650,-1,0,133120731,"what do you mean ""best method"". Its a distance, its an euclidean norm. The distance between a point and e.g. a point or line is basic math, not a ""method"" among others.",obstacles,,,
4713,77522536,"I was learning ROS2NAV2, following the documentations, when I launched the file, The ODOM TF started moving itself in the space",|navigation|ros|robotics|slam|rviz|,"<p>I am learning ROS2 NAV2, created a URDF file, it runs perfectly in Gazebo...But after 20-25 seconds the ODOM Tf automatically starts moving upwards or sometimes goes down it the grid, For the code, I have literally copy pasted from the documentations twice, getting the same issue. Please do help if you have the solution.
<a href=""https://i.stack.imgur.com/odvix.png"" rel=""nofollow noreferrer"">ODOM TF moves away from the robot automatically </a>
<a href=""https://i.stack.imgur.com/zPamx.png"" rel=""nofollow noreferrer"">Rviz shows no error</a></p>
<p>I tried to go through the documentations and copy paste my code from it. But tbh I feel there is some issue in the code itself...</p>
",11/21/2023 11:43,,16,0,1,0,,21399590,,3/14/2023 21:44,1,,,,,,136687839,Please provide enough code so others can better understand or reproduce the problem.,mp,,,
4633,76765373,"If I run on Raspberry Pi some Python commands from the shell they are executed, but not from scripts",|python|shell|raspberry-pi|robot|gpiozero|,"<p>I'm trying to control a robot via a Raspberry Pi, using Python language.
If I run the commands from the shell they work fine. If I call them from a *.py script the robot doesn't move.
If in the script I put the command
print('hello') the word 'hello' is displayed but the motors still do not move.
How can I solve the problem?
Thank you</p>
<p><a href=""https://i.stack.imgur.com/sBL6A.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/sBL6A.jpg"" alt=""enter image description here"" /></a></p>
<pre><code>from gpiozero import Motor

motor1 = Motor(4, 14)
motor2 = Motor(17, 27)

motor1.forward()
motor2.forward()
</code></pre>
<blockquote>
<p>UPDATE: I solved the problem with sleep(5) after the command for move motors. Thanks!!!</p>
</blockquote>
",7/25/2023 17:54,,65,1,7,1,,2203619,ITALY,3/24/2013 1:22,12,76766288,"<p>did you check this one, maybe the problem is related to the library <a href=""https://stackoverflow.com/a/72207592/11594679"">https://stackoverflow.com/a/72207592/11594679</a></p>
<p>alternatively, did you check, if the path of the library is a problem. Do you call the script with the same python version, that you execute as shell? Maybe the gpio library is not installed for the one you call the script with.</p>
",11594679,0,3,135334409,"If I run the ""python"" command and then manually run (example: >>> motor1.forward()) every single command works fine.",mc,timing,,
4557,75773727,How can I use HAL3/Camera2 API alongwith OpenCV to capture the video from two MIPI cameras?,|python|opencv|computer-vision|gstreamer|robotics|,"<p>I am using Qualcomm rb5 development kit along with two MIPI camera's OV9282. Somehow I am not able to use Gstreamer with OpenCV to access these stereo cameras. Does anyone knows how to use HAL3 +OpenCV? There aren't basic tutorials on that. I am stuck with this problem. Please help me.</p>
<p>I have tried using Gstreamer pipeline to access those cameras using below code.</p>
<pre class=""lang-py prettyprint-override""><code>import cv2
from threading import Thread
from time import sleep
import gi

gi.require_version(&quot;Gst&quot;, &quot;1.0&quot;)
from gi.repository import Gst, GLib

Gst.init(None)

main_loop = GLib.MainLoop()
thread = Thread(target=main_loop.run)
thread.start()

pipeline_str = &quot;&quot;&quot;
    qtiqmmfsrc camera=1 ! video/x-raw, format=NV12, width=1280, height=720, framerate=15/1 ! videoconvert ! waylandsink 
&quot;&quot;&quot;
pipeline = Gst.parse_launch(pipeline_str)
pipeline.set_state(Gst.State.PLAYING)

pipeline_str2 = &quot;&quot;&quot;
    qtiqmmfsrc camera=3 ! video/x-raw, format=NV12, width=1280, height=720, framerate=15/1 ! videoconvert ! waylandsink
&quot;&quot;&quot;
pipeline2 = Gst.parse_launch(pipeline_str2)
pipeline2.set_state(Gst.State.PLAYING)

cap = cv2.VideoCapture(pipeline_str, cv2.CAP_GSTREAMER)
cap2 = cv2.VideoCapture(pipeline_str2, cv2.CAP_GSTREAMER)

num = 0

while True:
    succes1, img = cap.read()
    succes2, img2 = cap2.read()

    if not succes1 or not succes2:
        break

    cv2.imshow('Img 1', img)
    cv2.imshow('Img 2', img2)

    k = cv2.waitKey(5)

    if k == 27:
        break
    elif k == ord('s'):
        cv2.imwrite('images/stereoLeft/imageL{}.png'.format(num), img)
        cv2.imwrite('images/stereoRight/imageR{}.png'.format(num), img2)
        print('images saved!')
        num += 1

cap.release()
cap2.release()
cv2.destroyAllWindows()

pipeline.set_state(Gst.State.NULL)
pipeline2.set_state(Gst.State.NULL)
main_loop.quit()
</code></pre>
<p>It is only displaying one camera and that camera stream is not getting fed into the rest of the code with VideoCapture function. I don't know what is wrong with it. Hence, I am trying to see if there is other ways to access camera's using HAL3/Camera2 APIs.</p>
",3/18/2023 3:34,,208,1,0,0,,21416083,,3/17/2023 2:09,11,75775196,"<p>There are 2 problems with your code:</p>
<ul>
<li>For using a gstreamer pipeline as capture from opencv, the pipeline would have to end with appsink (the opencv application).</li>
<li>Opencv videocapture will manage the pipeline creation and change states.</li>
</ul>
<p>First try:</p>
<pre><code>import cv2
from time import sleep

pipeline_str = &quot;&quot;&quot;
    videotestsrc ! video/x-raw, format=NV12, width=1280, height=720, framerate=15/1 ! videoconvert ! video/x-raw,format=BGR ! appsink drop=1
&quot;&quot;&quot;
cap = cv2.VideoCapture(pipeline_str, cv2.CAP_GSTREAMER)
if not cap.isOpened():
    print('Failed to open capture')
    exit(-1)
    
    
pipeline_str2 = &quot;&quot;&quot;
    videotestsrc pattern=ball ! video/x-raw, format=NV12, width=1280, height=720, framerate=15/1 ! videoconvert ! video/x-raw,format=BGR ! appsink drop=1
&quot;&quot;&quot; 
cap2 = cv2.VideoCapture(pipeline_str2, cv2.CAP_GSTREAMER)
if not cap2.isOpened():
    print('Failed to open capture2')
    exit(-2)

num = 0

while True:
    succes1, img = cap.read()
    succes2, img2 = cap2.read()

    if not succes1 or not succes2:
        break

    cv2.imshow('Img 1', img)
    cv2.imshow('Img 2', img2)

    k = cv2.waitKey(5)

    if k == 27:
        break
    elif k == ord('s'):
        cv2.imwrite('images/stereoLeft/imageL{}.png'.format(num), img)
        cv2.imwrite('images/stereoRight/imageR{}.png'.format(num), img2)
        print('images saved!')
        num += 1

cap.release()
cap2.release()
cv2.destroyAllWindows()
</code></pre>
<p>If it works, change the sources with your cameras.</p>
<p><strong>EDIT:</strong>
It is unclear what is your gstreamer stack with only camera source and waylandsink. If you don't have gstreamer appsink, you may not be able to use opencv VideoCapture that relies on that.</p>
<p>You may however try in such case to add a src pad probe to camera plugin. From the callback, you may be able to get buffer data and put it into an opencv mat or numpy array for further processing. You may push these into fifos or circular buffers to be picked up by the application, checking PTS for synchronization between cameras:</p>
<p><strong>Callback function:</strong></p>
<pre><code>def probe_callback(pad,info): 
    gst_buffer = info.get_buffer()
    print(' PTS:', gst_buffer.pts)
    ret, mapinfo = gst_buffer.map(Gst.MapFlags.READ)
    if ret:        
        #read the mapped buffer into np frame
        frameNV12 = np.frombuffer(mapinfo.data, dtype=np.uint8)
        frameNV12.shape = ((int)(720*3/2), 1280, 1)
        
        # Convert NV12 into BGR 
        frameBGR = cv2.cvtColor(frameNV12, cv2.COLOR_YUV2BGR_NV12)
                
        # Here you would push a copy of the frame into a queue or circular buffer for application
        # You may attach the pts for checking synchronization between various cameras 
        
        # Or write to disk for checking last image...Note that it may be slow depending on your hw
        #cv2.imwrite(&quot;test.png&quot;, frameBGR)
        
        del frameBGR
        del frameNV12
        gst_buffer.unmap(mapinfo)
    else:
        print('ERROR: Failed to map buffer')
        
    return Gst.PadProbeReturn.OK
</code></pre>
<p><strong>Before starting pipeline, add the probe to src pad of camera source plugin:</strong></p>
<pre><code>srcpad = source.get_static_pad('src')
probeID = srcpad.add_probe(Gst.PadProbeType.BUFFER, probe_callback)
</code></pre>
",5025035,1,6,,,cameras,,,
