,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code
745,3372168,Where to begin with programming for robotics?,|java|.net|c|microcontroller|robotics|,"<p>Ok so i've been interested in robotics for a while and had a project in mind. Building a small remote controlled vehicle-robot/ unmanned vehicle-robot. Hopefully with the ability to read in data from sensory devices(gps,thermometer etc) and write the data to some kind of device. The idea(s) had been on the backburner for a while until i just read the following <a href=""http://www.engadget.com/2010/07/29/ask-engadget-best-robot-platform-for-under-400/#comments"" rel=""noreferrer"">article</a>.</p>

<p>So my question is this. Where should I begin. I have absolutely no experience in this at all other than a few google searches and my project idea. I would like to play around with programming the micro controller boards. I know some java .net languages and some C.</p>

<p>Any help on where to begin? </p>

<p>How do you design the robot, what steps do you go through from start to finish.</p>

<p>Thanks.</p>
",7/30/2010 13:59,,33582,10,2,33,0,406777,,7/30/2010 13:50,110,3372193,"<p>Microsoft have <a href=""http://www.microsoft.com/robotics/"" rel=""nofollow noreferrer"">Robotocs Developer Studio</a>.</p>
",208062,2,0,3504370,There's some crucial information missing: 1) what's your budget? 2) are you more interested in the low-level or high-level aspects of making a robot (e.g. building and programming your own motor drivers vs doing high-level stuff like [SLAM](http://en.wikipedia.org/wiki/Simultaneous_localization_and_mapping))? 3) in what shape are your electronics skills?,gs
3221,52939173,RosAria node doesn’t receive messages,|message|ros|robot|,"<h1>Resources</h1>
<p>Macbook Air with Ubuntu virtual machine via VMWare<br>
Pioneer3 AT robot<br>
ROS<br>
RosAria</p>
<h1>Context</h1>
<p>I have at least most of the setup for Ros+RosAria already working:</p>
<ol>
<li>The master ROS node running on a laptop at <code>192.168.1.112</code> via <code>roscore</code></li>
<li>The RosAria node running on the robot’s built-in computer at <code>192.168.1.108</code> via <code>rosrun rosaria RosAria</code>, the port set accordingly to access the robot's motors and sensors via <code>rosparam set...</code>, <code>ROS_MASTER_URI=192.168.1.112:11311</code>, and <code>ROS_IP=192.168.1.112</code>.</li>
<li>Another terminal window on the laptop running <code>rostopic pub /RosAria/cmd_vel geometry_msgs/Twist “linear:... angular:...”</code></li>
</ol>
<p>The RosAria node running on the robot confirms it’s able to connect to the master, and if I run the command <code>rostopic list</code> on the laptop I can see <code>/RosAria/cmd_vel</code> as one of the available topics.</p>
<p>In the terminal window where I try to publish to <code>/RosAria/cmd_vel</code> I’m told that the message is sending but the robot shows no signs of having received it, neither console message nor movement of the wheels.</p>
<p>However, if I quit the RosAria node on the robot and restart it while leaving the <code>rostopic pub</code> command running on my laptop, the robot registers the message once upon startup, moves accordingly for a bit, and then does nothing.</p>
<p>I’ve also tried to <code>rostopic echo</code> other topics like battery state, motors status and pose, but I don’t receive any messages from the robot.</p>
<p>I already tried changing the parameters <code>/RosAria/TicksMM</code> and <code>/RosAria/RevCount</code> according to <a href=""https://answers.ros.org/question/91466/how-to-move-pioneer-3-at-with-rosaria/"" rel=""nofollow noreferrer"">this case</a>.</p>
<h1>Question</h1>
<p><em>Why is the Pioneer robot with RosAria running not receiving the <code>cmd_vel</code> commands from my client if it’s apparently able to communicate with the master node successfully?</em></p>
<h1>Disclaimer</h1>
<p>The project I was working on where this problem came up isn’t using the same equipment anymore, so now this question is not so urgent for me. I’m also not able to test proposed solutions in the near future since I no longer have access to that Pioneer robot. However, I’ll keep this topic unanswered in case someone else encounters this problem too.</p>
",10/22/2018 23:49,,355,1,0,0,,10200417,,8/8/2018 23:45,31,52973552,"<p>You need To Set ROS_IP On Robot side too to let the ROS System Knows What IP To Use as It's Network Interface</p>

<p>I myself Set This Environments Inside <code>.bashrc</code> Like This:</p>

<p><code>export ROS_IP=192.168.1.108</code></p>

<p>and then source <code>.bashrc</code>.</p>

<p>I think You can use <code>rosparam</code> Too  But  I never tested.</p>
",7350738,0,2,,,internet
847,4174193,Are there any UAV simulation environments?,|simulation|robotics|,"<p>I'd like to play around with computer vision and AI techniques without having to spend money on hardware right away.  If there aren't any robotics simulation environments that model flight physics, could someone recommend the fastest/easiest way to make one? I don't want to make one from scratch, of course, but maybe it's  possible to easily ""glue"" some existing apps together?</p>
",11/13/2010 19:07,,1664,4,2,3,0,359121,,6/5/2010 9:50,16,4174220,"<p>A couple of ideas: First, I know Microsoft have discontinued their Flight Simulator, but it has an API and by all accounts the community surrounding it continues to thrive. That might be worth investigating.
Secondly, What about writing a quick little ""simulator"" that uses either Bing Maps 3D or Google Earth? Richard Brunditt (http://rbrundritt.wordpress.com/ ) wrote a simulator for Bing Maps 3D so that might be worth investigating.</p>

<p>Finally once you think you have something reasonably good, and if you have a lot of open space, you could try a model aircraft... </p>
",481927,0,1,4509434,What sort of scale are you talking about? The first versions of the  simulation environment for BAE replica's vision system were very simple physics - the only way to turn was an instant roll to 5G - but if you are wanting to do something like this http://www.sparkfun.com/commerce//news.php?id=460 then then you need quite a good model,fp
2402,33411393,Ratio of wheel diameter and wheel to wheel distance has any effect on alignment and desired heading of vehicle?,|algorithm|automation|robotics|encoder|,"<p>I am Using encoder to get the distance traveled and heading angle of vehicle. At turn it does not give precise angle, vehicle is turning with. In my algorithm i am using accumulation of all angle to find the total angle with respect to world(X-O-Y). </p>

<p>Does it have anything to do with Ratio of wheel diameter and wheel to wheel distance? </p>

<p>This question was raised in my mind because same algorithm worked with another hardware which has different dimension(diameter of wheel and wheel to wheel distance)and it did return precise turning angle too.</p>

<p>Will appreciate if some valuable suggestion is offered. </p>
",10/29/2015 10:14,,608,1,1,0,,3431551,"Bangalore, India",3/18/2014 4:27,43,33423016,"<p>The angle of a robot is dependent on the specific hardware, such as wheel size, encoder size, and vehicle width. Maybe you were lucky with the the other robot that the change in wheel diameter and wheel to wheel distance canceled each other out so the equations were the same, but normally you will not be so lucky</p>

<p><a href=""https://i.stack.imgur.com/aZgIf.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/aZgIf.png"" alt=""![enter image description here""></a></p>

<p>Assuming you have a two wheeled robot the same readings on two different setups can yield different results. In my simple illustration I have the axle of a two wheeled robot both bots have the same <code>wheel_diameter</code> and use the same rotary encoders. One bot has distance <code>R1</code> between the wheels the other has distance <code>R2</code> suppose both robots keep a wheel stationary and the other wheel moves 5 clicks forward on the wheel encoder (and both bots use the same encoder and same size wheel). Using the simple equation for circumference of a semi-circle we can find the distance the wheels moved. </p>

<p><code>dist_trav = (pi * wheel_diameter) * (#ticks / total ticks on encoder)</code> </p>

<p>Of course since one wheel is stationary, the bot is actually pivoting on another semicircle. We can calculate the new angle using </p>

<p><code>circumference = 2*pi*dist_between_wheels</code> dist_between_wheels is the radius of our circle </p>

<p><code>angle = % of circumference traveled * units = (dist_trav / circumference) * 360</code> we use 360 so the angle is in degrees, but you could use radians if desired</p>

<p>you will see that even in this example where the robots are identical except for the distance between the wheels the same number of ticks will mean very different angles. If <code>r2=2*r1</code> we can see that <code>dist_trav</code> is the same for both bots (since the wheels are the same diameter) but when we figure out the angles we get</p>

<p><strong>black bot</strong></p>

<p><code>angle_black = (dist_traveled / 2*pi*R1) * 360</code></p>

<p><strong>red bot</strong></p>

<pre><code>angle_black = (dist_traveled / 2*pi*2*R1 ) * 360
            = (dist_traveled / 4*pi  *R1 ) * 360
</code></pre>

<p>so for the same movement of the wheels the red bot will only have 1/2 the angle change as the black bot did. This is just a toy example, but you can easily see how different diameters of wheels and distance between them can make a huge difference.</p>
",2705382,1,2,54615610,"I'm not saying this is offtopic, but I think you might find a better StackExchange site for this question. Such as [Robotics SE](http://robotics.stackexchange.com/help/on-topic).",orientation
4183,70309419,Plotting a surface for a robot reach bubble in Python,|python|matplotlib|plot|robotics|kinematics|,"<p>I'm trying to simulate a robot reach bubble. The goal would be to export it into a CAD file and visualize the possible workspace. My approach was to plot all potential endpoints using forward kinematics for the robot, considering linkage lengths and joint limits. This may be a brute-force way to generate the endpoints (Rx, Ry, Rz), but it comes out to be very accurate (at least for 2D examples). <a href=""https://i.stack.imgur.com/g3cP7.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/g3cP7.jpg"" alt=""This image shows the provided workspace for an IRB robot and my results when plotting the points in 2D"" /></a>
I can display a three-dimensional figure of the bubble as a scatterplot; however, to export it into a CAD file, I need to mesh it first, which requires converting it into a surface, as I understand. This is the part I'm having trouble with.</p>
<p>Using matplotlib's ax.surface_plot(Rx, Ry, Rz) I receive an error stating that Rz must be a 2-dimensional value. I fiddled with np.meshgrid() and np.mgrid() functions but have been unable to create a simple surface of the bubble. What can I do to convert this scatterplot into a surface? Is there another approach that I'm missing?</p>
<p>Another thing that dawned on me is that I'd likely want to remove some of the intermediate points inside the reach bubble. Ideally, the surface would be composed of the outer ends and the hollow points from the center radius.</p>
<p>Below is a code that results in 1D arrays:</p>
<pre><code># Reach bubble 3D
import NumPy as np
import matplotlib.pyplot as plt

# Initialize figure and label axes
fig = plt.figure()
ax = plt.axes(projection='3d')
ax.set_xlabel('x')
ax.set_ylabel('y')
ax.set_zlabel('z')

dr = np.pi/180 # Degree to radian multiple
pi = np.pi

# Define important robot dimensions and axis limits for IRB 1100
z0 = 0.327  # Fixed height from base to A1
link1 = 0.28
link2 = 0.3

a1 = np.linspace(0, 2*pi, 8)           # Angle limits for axes
a2 = np.linspace(-115*dr, 113*dr, 12)
a3 = np.linspace(-205*dr, 55*dr, 12)       

Rx = []
Ry = []
Rz = []

for i1 in a1:
    for i2 in a2:
        for i3 in a3:
                
            r = link1*np.sin(i2) + link2*np.sin(pi/2+i2+i3)
            Rx.append(r*np.cos(i1))
            Ry.append(r*np.sin(i1))   
            Rz.append(z0 + link1*np.cos(i2) + link2*np.cos(pi/2+i2+i3))      
        
# Plot reach points
ax.scatter(Rx, Ry, Rz, c='r', marker='o', alpha = 0.2)
plt.show()
</code></pre>
<p>Below is a code that results in 3D arrays but doesn't use for loops:</p>
<pre><code># 3D Reach bubble for robot
import numpy as np
import matplotlib.pyplot as plt

# Initialize figure and label axes
fig = plt.figure()
ax = plt.axes(projection='3d')
ax.set_xlabel('x')
ax.set_ylabel('y')
ax.set_zlabel('z')

pi = np.pi
dr = pi/180 # Degree to radian multiple

# Define important robot dimensions and axis limits for GP8
z0 = 0.327  # Fixed height from base to A1
link1 = 0.28
link2 = 0.3
link3 = 0.064

a1, a2, a3 = np.mgrid[0:2*pi:15j, -115*dr:113*dr:13j, -205*dr:55*dr:17j]
         
r = link1*np.sin(a2) + link2*np.sin(pi/2+a2+a3)
Rx = r*np.cos(a1) 
Ry = r*np.sin(a1)      
Rz = z0 + link1*np.cos(a2) + link2*np.cos(pi/2+a2+a3)
        
# Plot reach points
ax.plot_surface(Rx, Ry, Rz, color = 'Red', alpha = 0.2)
ax.scatter(Rx, Ry, Rz, c='r', marker='o', alpha = 0.2)
</code></pre>
",12/10/2021 19:16,,357,0,2,0,,17646880,,12/10/2021 17:33,1,,,,,,124299624,[This](https://stackoverflow.com/questions/56545819/is-there-a-way-to-export-an-stl-file-from-a-matplotlib-surface-plot) might help. It suggest triangulating your data before saving it to a .stl file with [numpy-stl](https://github.com/WoLpH/numpy-stl). You could also use `plot_trisurf` to plot a Delaunay triangulation of your data (see [here](https://stackoverflow.com/questions/17367558/plot-a-3d-surface-from-x-y-z-scatter-data-in-python)),fp
1400,11058724,C++ Inverse Kinematic Algorithm / library which includes method for IK when position of several nodes in chain known,|c++|graphics|computational-geometry|robotics|inverse-kinematics|,"<p>I am looking for ideally a c++ library / code (but if not at least an algorithm) that solves the IK problem for a given chain of n nodes, of which estimates for the position of k nodes (where k &lt; n) in the chain are known.</p>

<p>Any help much appreciated. </p>
",6/15/2012 21:59,,1867,1,2,5,0,1106578,,12/19/2011 19:15,156,11058846,"<p>This is possible using an iterative IK algorithm, such as Cyclic Coordinate Decent.</p>
",131345,1,0,27618481,"btw. for iteration algorithms you just need matrix arithmetics (i usually uses for IKs transformation matrices 4x4) needed operations are matrix*matrix, matrix*vector inverse matrix. for more detailed information google some OpenGL robotic arm demo/tutorial you will get there everything you need",ik
1809,18215873,How to represent N E S W orientation in OOP?,|oop|logic|orientation|robotics|,"<p>I'm trying to find a programming concept of representing the orientation of an object on a grid, but my logic is seriously failing me here. 
If I have Robot (R) and he's facing North, I want him to turn left and right and change orientation accordingly. Obviously this needs to be in a loop (possibly a circular linked list) with regards to if R is facing West but I turn right then R needs to be back facing North. </p>

<p>I've seen this answer <a href=""https://stackoverflow.com/questions/16637006/position-and-orientation-of-robot-in-a-grid"">Position and orientation of robot in a grid</a> and I have already done something similar using an array, but it doesn't seem right. There must be a better way of doing it. </p>

<p>Looking this up on Google just gives me oriented programming links or really complicated robotics design papers. </p>

<p>Thanks in advance!</p>
",8/13/2013 17:49,19260828,122,2,2,2,,901486,England,8/18/2011 22:14,662,18308530,"<p>Since you don't ask your question for a specific language I can suggest a oo-pseudocode version of what I would do:</p>

<pre><code>class Orientation2d
{
   int direction = 0;
   static Position2d[4] move = { {0,1}, {1,0}, {-1,0}, {-1,-1} };

   void left()
   {
       direction = (direction+4-1) % 4;
   }
   void right()
   {
       direction = (direction+1) % 4;
   }
   Pose2d forward()
   {
      return move[ direction ];
   }
}

class Pose2d
{
   Position2d pos;
   Orientation2d or;

   void moveForward()
   {
       pos += or.forward();
   }
   void turnLeft()
   {
       or.left();
   }
   void turnRight()
   {
       or.right();
   }
}
</code></pre>

<p>You should easily be able to convert this to C++ or Java. </p>
",672634,1,0,27131583,I'm not doing anything robotics specific. I'm doing a simple Mars Rover project - something similar to Winlogo. So I don't know if it would have any relevance on there. But thank you. I've never heard of that place.,orientation
4199,70643681,Can I use Instantaneous screw with Finite screw?,|math|robotics|kinematics|inverse-kinematics|,"<p>I'm trying to calculate angular velocity of each axis by movement of end-effector,</p>
<p>If S1 and S2 is finite screw, and S2 had infinitesimal movement from S1.
Also, let S1_ be (-)array of S1 and instantaneous screw of S1 is St1</p>
<p>So If I triangle product S2 and S1_ (S2△S1_=St1), It becomes almost instantaneous screw of S1 (I believe)</p>
<p>What I want to calculate is, if St1 is instantaneous screw, than can I calculate the angular velocity of each axis by using inverse jacobian with [ (J^-1)*St1 = answer ]?
(jacobian is from S1, if S1=S1_6△S1_5△S1_4△S1_3△S1_2△S1_1, (the robot has 6 axis),
jacobian matrix 'J' = [Su1_1, Su1_2, Su1_3, Su1_4, Su1_5, Su1_6], Su is for 'unit twist')</p>
",1/9/2022 17:12,,49,1,2,0,,17766063,"Busan, 대한민국",12/26/2021 11:10,2,70646595,"<p>When you look at the kinematics recursively from the base to the end effector you have</p>
<p><strong>v</strong><sub>i</sub> = <strong>v</strong><sub>i-1</sub> + <strong>s</strong><sub>i</sub> u<sub>i</sub></p>
<p>where <strong>v</strong><sub>i</sub> is the velocity screw of each link, <strong>v</strong><sub>i-1</sub> is the velocity screw of the previous link, <strong>s</strong><sub>i</sub> is the unit screw of the joint axis, and u<sub>i</sub> the joint speed.</p>
<p>So the end effector has a final velocity screw of</p>
<p><strong>v</strong><sub>6</sub> = <strong>s</strong><sub>1</sub> u<sub>1</sub> + <strong>s</strong><sub>2</sub> u<sub>2</sub> + <strong>s</strong><sub>3</sub> u<sub>3</sub> + <strong>s</strong><sub>4</sub> u<sub>4</sub> + <strong>s</strong><sub>5</sub> u<sub>5</sub> + <strong>s</strong><sub>6</sub> u<sub>6</sub></p>
<p>and I think you are asking on how to find the vector of joint speeds <strong>u</strong> = (u<sub>1</sub>, u<sub>2</sub>, u<sub>3</sub>, u<sub>4</sub>, u<sub>5</sub>, u<sub>6</sub>)</p>
<p>So you compose the 6×6 jacobian matrix <strong>J</strong>, by combining the individual joint axis unit screws in columns</p>
<p><strong>J</strong> = [ <strong>s</strong><sub>1</sub> <strong>s</strong><sub>2</sub> <strong>s</strong><sub>3</sub> <strong>s</strong><sub>4</sub> <strong>s</strong><sub>5</sub> <strong>s</strong><sub>6</sub>]</p>
<p>and invert the kinematics</p>
<p><strong>v</strong><sub>6</sub> = <strong>J</strong> * <strong>u</strong>  ⇒ <strong>u</strong> = <strong>J</strong><sup>-1</sup> <strong>v</strong><sub>6</sub></p>
",380384,0,3,124887268,"I have a MSME in Robotics and wrote my thesis on Screw theory. I still don't understand what you are asking. If this is indeed a programming question and not a [Mathematics.SE] or [Physics.SE] question then **a lot more details** are needed to effectively answer. You need to explain the kinematics framework used, any conventions you follow (what is the triangle product here) and what you want to calculate.",ik
2648,41657165,Gazebo / Ros: How to create a camera plugin with pixel-level segmentation?,|ros|robotics|,"<p>I am looking to create a camera plugin where, at each pixel of the image, I'm able to output what object it belongs to, if any. I've struggled to find a solution to this problem. Any suggestions regarding where to begin?</p>
",1/15/2017 2:19,,1938,1,0,1,,3672582,,5/24/2014 21:26,4,41665287,"<p>If u want to make a camera is Gazebo simulation than u have to use the sensor plugin or sensor element in ur robot sdf/urdf model like described <a href=""http://sdformat.org/spec?ver=1.6&amp;elem=sensor"" rel=""nofollow noreferrer"">here,</a>, U can find both type of camera their, depth and rgb. For example if u want a kinect sensor(camera) which contains both the rgb and depth image than u can use bolow sdf lines in ur robot model. Here when u run this code it will publish both rgb and depth datas as shown <a href=""https://www.youtube.com/watch?v=kkYRBFR3iqc"" rel=""nofollow noreferrer"">here</a>:, here i've used ray sensor. </p>

<pre><code> &lt;gazebo reference=""top""&gt;
    &lt;sensor name='camera1' type='depth'&gt;
      &lt;always_on&gt;1&lt;/always_on&gt;
      &lt;visualize&gt;1&lt;/visualize&gt;
      &lt;camera name='__default__'&gt;
        &lt;horizontal_fov&gt;1.047&lt;/horizontal_fov&gt;
        &lt;image&gt;
          &lt;width&gt;640&lt;/width&gt;
          &lt;height&gt;480&lt;/height&gt;
          &lt;format&gt;R8G8B8&lt;/format&gt;
        &lt;/image&gt;
        &lt;depth_camera&gt;
          &lt;output&gt;depths&lt;/output&gt;
        &lt;/depth_camera&gt;
        &lt;clip&gt;
          &lt;near&gt;0.1&lt;/near&gt;
          &lt;far&gt;100&lt;/far&gt;
        &lt;/clip&gt;
      &lt;/camera&gt;
      &lt;plugin name='camera_controller' filename='libgazebo_ros_openni_kinect.so'&gt;
        &lt;alwaysOn&gt;true&lt;/alwaysOn&gt;
        &lt;updateRate&gt;30.0&lt;/updateRate&gt;
        &lt;cameraName&gt;camera&lt;/cameraName&gt;
        &lt;frameName&gt;/camera_link&lt;/frameName&gt;
        &lt;imageTopicName&gt;rgb/image_raw&lt;/imageTopicName&gt;
        &lt;depthImageTopicName&gt;depth/image_raw&lt;/depthImageTopicName&gt;
        &lt;pointCloudTopicName&gt;depth/points&lt;/pointCloudTopicName&gt;
        &lt;cameraInfoTopicName&gt;rgb/camera_info&lt;/cameraInfoTopicName&gt;
        &lt;depthImageCameraInfoTopicName&gt;depth/camera_info&lt;/depthImageCameraInfoTopicName&gt;
        &lt;pointCloudCutoff&gt;0.4&lt;/pointCloudCutoff&gt;
        &lt;hackBaseline&gt;0.07&lt;/hackBaseline&gt;
        &lt;distortionK1&gt;0.0&lt;/distortionK1&gt;
        &lt;distortionK2&gt;0.0&lt;/distortionK2&gt;
        &lt;distortionK3&gt;0.0&lt;/distortionK3&gt;
        &lt;distortionT1&gt;0.0&lt;/distortionT1&gt;
        &lt;distortionT2&gt;0.0&lt;/distortionT2&gt;
        &lt;CxPrime&gt;0.0&lt;/CxPrime&gt;
        &lt;Cx&gt;0.0&lt;/Cx&gt;
        &lt;Cy&gt;0.0&lt;/Cy&gt;
        &lt;focalLength&gt;0.0&lt;/focalLength&gt;
      &lt;/plugin&gt;
    &lt;/sens

or&gt;
      &lt;/gazebo
</code></pre>
",,1,0,,,camera
1718,16252951,NXT - Tortoise and Hare - follow moving object - Theoretical,|robotics|lego-mindstorms|nxt|lejos-nxj|,"<p>I'm going through Robotics past papers as a revision before the exam, and I found one problem which seems very confusing. My department does not provide answers to past papers, so I can't check if I'm right.</p>
<p><img src=""https://i.stack.imgur.com/YTpo7.jpg"" alt=""partII"" /></p>
<pre><code>public class Question4i{

  public static main(){
    float d = 30;
    float k = 1; //If it's equal to 1, why do we need it at all?
    while(true){
      error= GetSonarDepth() - d;
      if(error&gt;100) error=100;
      setVelocity(k * error)
    }
  }

}
</code></pre>
<p>Then second part is where things are getting interesting:</p>
<p><img src=""https://i.stack.imgur.com/ZejCd.jpg"" alt=""partII"" /></p>
<p>This is my understanding:</p>
<ol>
<li>Robot and Hare are placed in the same position 0</li>
<li>Robot starts reversing, while hare travels forward at constant velocity (error is negative)</li>
<li>Robot fires a sonar</li>
<li>Sonar reading tells the distance is 30 (error is 0)</li>
<li>Robot stops (error is 0)</li>
<li>Hare travels constant distance during this adjustment</li>
<li>Robot fires sonar (error is positive)</li>
<li>Robot increases its speed to setVelocity(error)</li>
<li>Hare travels constant distance during this adjustment</li>
<li>Robot changes its speed based on &quot;old&quot; sonar reading, as during the speed change, hare will travel further</li>
<li>Therefore, robot will always be at least a little bit too far from desired distance</li>
</ol>
<p>Also I came to a conclusion that if hare speed is higher than that of robot, distance will be constantly increasing. There will be NO STEADY STATE - where steady refers to kept distance.</p>
<h3><strong>Question:</strong> I think in best case the robot will oscillate between 30 and 30+ distance, but how would you change the program to make it travel at constant 30cm distance? I also find it suspicious that k is 1 in part i, is that alright?</h3>
",4/27/2013 13:58,16725327,521,2,0,0,,1087852,Imperial College London,12/8/2011 13:45,632,16254512,"<p>With proportionate gain, the robot's forward velocity will be proportionate to its distance from the robot - 30 cm. When we reach a steady state, the robot will be matching the hare's forward velocity, at some distance such that (d - 30) * k == the hare's speed. I.e. at some constant distance > 30 cm.</p>

<p>As for how to modify the program, you might want to set the robot's speed not only proportionate to the error, but taking into account the rate of change of the error as well.</p>

<p>Recommended reading:</p>

<ul>
<li><a href=""https://en.wikipedia.org/wiki/PID_controller"" rel=""nofollow"">https://en.wikipedia.org/wiki/PID_controller</a></li>
<li><a href=""http://lejos.sourceforge.net/nxt/nxj/api/lejos/util/PIDController.html"" rel=""nofollow"">http://lejos.sourceforge.net/nxt/nxj/api/lejos/util/PIDController.html</a></li>
</ul>

<p>Alternatively you could probably hack it to remember the speed when the distance ceases changing, and use that as a new base speed, with regular proportionate gain to keep the distance constant, but using PD control would be more robust :-).</p>
",2125397,2,4,,,mp
3073,49725812,Robot Pepper Not able to run Android application on Real Pepper,|android|robotics|pepper|,"<ol>
<li><p>I have developed an app for pepper using android studio. the app run fine on emulator, but cannot run it on real pepper robot. I have connected real pepper robot through IP, but when I run through android studio cannot find the real pepper robot tablet in the list of devices.</p></li>
<li><p>From android.aldebaran.com site under connecting to real pepper its say 
<strong>Developer mode</strong> should be activated.but couldn't find any such option on real pepper</p></li>
</ol>

<p>kindly help with above querys folks 
<a href=""https://i.stack.imgur.com/01R8E.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/01R8E.jpg"" alt=""enter image description here""></a></p>
",4/9/2018 4:57,,2266,3,5,3,0,5761320,Dubai - United Arab Emirates,1/8/2016 6:46,26,49775649,"<p>You can't simply skip the activation of the developer mode. You need to set the developer mode in the settings of the real pepper tablet. Check out <a href=""https://android.aldebaran.com/sdk/doc/pepper-sdk/getting_started/running_application.html#on-a-real-robot"" rel=""nofollow noreferrer"">this</a> manual.</p>

<p>To show the settings on the tablet follow these instructions (<a href=""https://github.com/arlemi/setup-wifi-pepper#connect-peppers-tablet"" rel=""nofollow noreferrer"">Source</a>)</p>

<ul>
<li>Open a terminal</li>
<li>Connect to Pepper using SSH (ssh nao@PEPPER_IP, ...)</li>
<li>Run the followin command </li>
</ul>

<blockquote>
  <p>qicli call ALTabletService._openSettings</p>
</blockquote>

<p>-> The Settings menü should now be opened on the tablet.</p>

<p>There should be something like this:
<a href=""https://i.stack.imgur.com/6nEB5.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/6nEB5.png"" alt=""Pepper description""></a></p>

<p>If you can't do this, you can't go on...</p>
",2557919,2,2,108818260,Is your problem solved now?,internet
4759,78038352,Lidar intensity value normalization,|python|c#|windows|robotics|lidar-data|,"<p>We have a file with X,Y,Z,I in binary format, We want to convert this to las file with intensity values, But the intensity values range from 1 to 11629. Las file supports the intensity value between 0 to 255, Could anyone suggest on how to create las file with these intensity values?</p>
<pre><code>var curIntensity = 525;
var maxInensity = 11629;
var fact = 255.0 / maxInensity;
var nIntensity = curIntensity * fact;

nIntensity = 11
</code></pre>
<p>tried to normalize with above formula, But results are not excepted.</p>
",2/22/2024 4:02,,32,1,0,0,,23460169,,2/22/2024 3:31,1,78038386,"<p>Your input is 1-based, while the output is 0-based, so you should normalize the base first:</p>
<pre><code>var curIntensity = 525;
var maxInensity = 11629;
var fact = 255.0 / (maxInensity - 1);
var nIntensity = (curIntensity - 1) * fact;
</code></pre>
",6890912,1,0,,,dt
